,Electrical_SBrkr,WoodDeckSF,RemodAge,LotConfig_CulDSac,LotArea,Foundation_PConc,BsmtExposure_Gd,OpenPorchSF,OverallQual,Fence_GdWo,Foundation_BrkTil,Electrical_FuseF,LotFrontage_median,BedroomAbvGr,FullBath,firstFlrSF,HouseStyle_2Story,LotConfig_Inside,hasGarage,BsmtExposure_No,BldgType_Twnhs,HalfBath,BsmtFullBath,CentralAir_Y,Heating_Grav,Fence_MnPrv,HouseStyle_1.5Fin,BldgType_2fmCon,Fireplaces,GarageArea,BsmtExposure_Av
521,1.0,164.0,59,0.0,5330.0,0.0,0.0,0.0,4,0.0,0.0,0.0,50.0,2.0,1,708.0,0.0,1.0,False,1.0,0.0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
522,1.0,0.0,0,0.0,12704.0,1.0,0.0,90.0,8,0.0,0.0,0.0,90.4,3.0,2,1692.3000000000002,0.0,1.0,True,1.0,0.0,1,0,1.0,0.0,0.0,0.0,0.0,1.0,728.05,0.0
523,1.0,0.0,10,0.0,9337.0,1.0,0.0,112.0,6,0.0,0.0,0.0,69.0,3.0,2,905.0,1.0,1.0,True,1.0,0.0,1,1,1.0,0.0,0.0,0.0,0.0,0.0,684.0,0.0
524,1.0,0.0,48,0.0,10000.0,0.0,0.0,0.0,6,0.0,0.0,0.0,87.0,3.0,1,1116.0,0.0,0.0,True,1.0,0.0,1,0,1.0,0.0,0.0,0.0,0.0,0.0,440.0,0.0
525,1.0,222.0,12,0.0,12257.0,1.0,0.0,98.0,8,0.0,0.0,0.0,65.0,3.6,2,1328.0,1.0,1.0,True,0.0,0.0,1,0,1.0,0.0,0.0,0.0,0.0,1.0,728.05,1.0
526,1.0,199.0,4,0.0,11367.0,1.0,0.0,60.0,8,0.0,0.0,0.0,90.0,3.0,2,1091.0,1.0,0.0,True,0.0,0.0,1,1,1.0,0.0,0.0,0.0,0.0,1.0,586.0,0.0
527,1.0,0.0,56,0.0,12160.0,0.0,0.0,0.0,6,0.0,0.0,0.0,90.4,2.0,1,1505.0,0.0,1.0,True,1.0,0.0,0,1,1.0,0.0,0.0,0.0,0.0,1.0,505.0,0.0
528,1.0,120.0,31,0.0,11333.0,1.0,0.0,0.0,6,0.0,0.0,0.0,70.0,3.0,1,1062.0,0.0,0.0,True,0.0,0.0,0,1,1.0,0.0,0.0,0.0,0.0,1.6,539.0,1.0
529,1.0,0.0,6,0.0,7050.0,1.0,0.0,112.0,7,0.0,0.0,0.0,70.0,3.0,2,1057.0,1.0,1.0,True,1.0,0.0,1,1,1.0,0.0,0.0,0.0,0.0,1.0,650.0,0.0
530,1.0,0.0,14,0.0,8072.0,1.0,0.0,64.0,5,0.0,0.0,0.0,60.0,3.0,1,990.0,0.0,1.0,True,1.0,0.0,0,1,1.0,0.0,0.0,0.0,0.0,0.0,480.0,0.0
531,0.0,140.0,47,0.0,7560.0,0.0,0.0,0.0,5,1.0,0.0,0.0,70.0,3.0,1,1040.0,0.0,1.0,True,1.0,0.0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,286.0,0.0
532,1.0,0.0,1,1.0,13923.6,0.0,1.0,98.0,6,0.0,0.0,0.0,70.0,3.6,2,1444.0,0.0,0.0,True,0.0,0.0,0,0,1.0,0.0,0.0,1.0,0.0,1.6,389.0,0.0
533,1.0,26.0,59,0.0,5720.0,0.0,0.0,0.0,5,0.0,0.0,0.0,52.0,3.0,1,676.0,0.0,1.0,True,1.0,0.0,1,0,1.0,0.0,0.0,1.0,0.0,0.0,200.0,0.0
534,0.0,120.0,20,0.0,11250.0,0.0,0.0,0.0,4,0.0,0.0,0.0,70.0,3.6,1,1104.0,0.0,1.0,True,0.0,0.0,0,1,1.0,0.0,0.0,1.0,0.0,1.6,304.0,1.0
536,1.0,240.0,3,0.0,11275.0,0.0,0.0,0.0,7,0.0,0.0,0.0,90.4,3.6,2,1692.3000000000002,0.0,0.0,True,1.0,0.0,1,0,1.0,0.0,0.0,0.0,0.0,1.0,564.0,0.0
537,1.0,210.0,31,0.0,8385.0,0.0,0.0,0.0,5,0.0,0.0,0.0,65.0,3.0,2,985.0,0.0,1.0,True,0.0,0.0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,328.0,1.0
538,1.0,0.0,15,0.0,10712.0,1.0,0.0,28.0,5,0.0,0.0,0.0,63.0,3.0,1,974.0,0.0,1.0,False,0.0,0.0,0,0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
539,1.0,0.0,57,0.0,9900.0,0.0,0.0,48.0,6,0.0,1.0,0.0,90.0,3.6,2,1178.0,1.0,1.0,True,0.0,0.0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,205.0,0.0
540,1.0,136.0,39,0.0,13923.6,0.0,0.0,63.0,7,0.0,1.0,0.0,90.4,3.6,2,1687.0,0.0,0.0,True,1.0,0.0,1,1,1.0,0.0,0.0,0.0,0.0,1.6,672.0,0.0
541,1.0,0.0,51,0.0,12160.0,0.0,0.0,0.0,5,0.0,0.0,0.0,70.0,3.0,1,1188.0,0.0,1.0,True,1.0,0.0,0,1,1.0,0.0,1.0,0.0,0.0,0.0,531.0,0.0
542,1.0,169.0,3,0.0,11146.0,1.0,0.0,39.0,8,0.0,0.0,0.0,87.0,3.0,2,1692.3000000000002,0.0,1.0,True,0.0,0.0,0,0,1.0,0.0,0.0,0.0,0.0,1.0,728.05,1.0
543,1.0,0.0,34,0.0,1680.0,0.0,0.0,28.0,6,0.0,0.0,0.0,29.599999999999998,3.0,1,672.0,1.0,1.0,True,1.0,1.0,1,0,1.0,0.0,0.0,0.0,0.0,0.0,264.0,0.0
544,1.0,0.0,56,0.0,9786.0,0.0,0.0,100.0,3,0.0,1.0,0.0,60.0,3.0,1,1077.0,0.0,1.0,True,1.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,210.0,0.0
545,1.0,0.0,19,0.0,11851.0,1.0,0.0,34.0,7,0.0,0.0,0.0,90.4,3.0,2,1442.0,0.0,0.0,True,1.0,0.0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,500.0,0.0
547,1.0,0.0,3,0.0,9600.0,0.0,0.0,0.0,7,0.0,1.0,0.0,60.0,3.0,2,689.0,1.0,1.0,True,1.0,0.0,0,0,1.0,0.0,0.0,0.0,0.0,1.0,360.0,0.0
548,1.0,0.0,41,0.0,8400.0,0.0,1.0,0.0,6,0.0,0.0,0.0,70.0,3.0,1,913.0,0.0,1.0,True,0.0,0.0,0,1,1.0,0.0,0.0,0.0,0.0,0.0,240.0,0.0
549,1.0,0.0,27,0.0,8470.0,0.0,0.0,0.0,3,0.0,0.0,0.0,90.4,2.0,1,1013.0,0.0,0.0,False,1.0,0.0,0,0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
551,1.0,0.0,32,0.0,13923.6,0.0,0.0,0.0,6,0.0,1.0,0.0,63.0,3.6,2,840.0,1.0,1.0,True,1.0,0.0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,308.0,0.0
552,0.0,0.0,4,0.0,5232.0,0.0,0.0,0.0,5,0.0,1.0,0.0,30.0,2.0,1,764.0,0.0,1.0,True,1.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,504.0,0.0
553,1.0,227.0,46,0.0,13923.6,1.0,0.0,0.0,5,0.0,0.0,0.0,70.0,3.0,1,1152.0,0.0,0.0,True,0.0,0.0,0,1,1.0,0.0,0.0,0.0,0.0,1.0,484.0,1.0
554,1.0,0.0,47,0.0,6600.0,0.0,0.0,0.0,5,0.0,0.0,0.0,60.0,2.0,1,894.0,0.0,1.0,True,1.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,308.0,0.0
555,0.0,0.0,4,0.0,8730.0,0.0,0.0,0.0,6,0.0,1.0,0.0,60.0,3.0,1,698.0,1.0,1.0,True,1.0,0.0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,384.0,0.0
556,1.0,273.6,7,1.0,9453.0,1.0,0.0,70.0,7,0.0,0.0,0.0,70.0,3.0,2,1014.0,1.0,0.0,True,1.0,0.0,1,0,1.0,0.0,0.0,0.0,0.0,0.0,457.0,0.0
557,0.0,0.0,56,0.0,5000.0,0.0,0.0,0.0,5,0.0,1.0,0.0,63.0,3.0,1,889.0,0.0,0.0,True,1.0,0.0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,352.0,0.0
558,1.0,0.0,1,0.0,11428.0,1.0,0.0,44.0,8,0.0,0.0,0.0,90.4,3.0,2,1634.0,0.0,1.0,True,1.0,0.0,0,0,1.0,0.0,0.0,0.0,0.0,1.0,728.05,0.0
559,0.0,0.0,59,0.0,6120.0,0.0,0.0,0.0,2,0.0,1.0,0.0,51.0,1.0,1,800.0,0.0,1.0,False,1.0,0.0,0,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
560,1.0,250.0,0,0.0,13923.6,1.0,1.0,63.0,8,0.0,0.0,0.0,90.4,2.0,2,1692.3000000000002,0.0,1.0,True,0.0,0.0,0,1,1.0,0.0,0.0,0.0,0.0,1.0,728.05,0.0
561,1.0,0.0,19,0.0,11500.0,0.0,0.0,0.0,7,0.0,0.0,0.0,86.0,3.0,1,1020.0,0.0,1.0,True,1.0,0.0,1,0,1.0,0.0,0.0,1.0,0.0,1.0,180.0,0.0
562,0.0,0.0,57,0.0,9439.0,0.0,0.0,0.0,5,0.0,0.0,0.0,52.0,2.0,1,912.0,0.0,1.0,True,1.0,0.0,0,0,1.0,0.0,0.0,1.0,0.0,0.0,160.0,0.0
563,1.0,0.0,3,1.0,13923.6,0.0,0.0,80.0,7,0.0,0.0,0.0,70.0,3.0,2,1692.3000000000002,0.0,0.0,True,1.0,0.0,0,0,1.0,0.0,0.0,0.0,0.0,1.0,508.0,0.0
564,1.0,0.0,11,0.0,2572.0,1.0,0.0,44.0,7,0.0,0.0,0.0,29.599999999999998,3.0,2,696.0,1.0,0.0,True,1.0,1.0,1,1,1.0,0.0,0.0,0.0,0.0,0.0,484.0,0.0
565,1.0,0.0,56,0.0,9738.0,0.0,0.0,0.0,5,0.0,1.0,0.0,60.0,3.6,1,949.0,0.0,1.0,True,1.0,0.0,0,1,1.0,0.0,0.0,1.0,0.0,0.0,392.0,0.0
566,0.0,0.0,57,0.0,8160.0,0.0,0.0,0.0,5,0.0,1.0,1.0,60.0,3.0,1,756.0,0.0,1.0,True,1.0,0.0,1,1,0.0,0.0,0.0,1.0,0.0,0.0,240.0,0.0
567,0.0,0.0,27,0.0,7200.0,0.0,0.0,0.0,5,0.0,0.0,0.0,60.0,3.0,1,1136.0,0.0,1.0,True,1.0,0.0,1,1,1.0,0.0,0.0,1.0,0.0,0.0,240.0,0.0
568,1.0,192.0,5,0.0,9375.0,1.0,0.0,87.0,8,0.0,0.0,0.0,70.0,3.0,2,1284.0,1.0,1.0,True,1.0,0.0,1,0,1.0,0.0,0.0,0.0,0.0,1.0,647.0,0.0
569,1.0,0.0,8,0.0,8880.0,1.0,0.0,112.0,7,0.0,0.0,0.0,70.0,3.0,2,1222.0,1.0,1.0,True,1.0,0.0,1,1,1.0,0.0,0.0,0.0,0.0,1.6,463.0,0.0
570,1.0,0.0,58,0.0,10440.0,0.0,0.0,112.0,6,0.0,1.0,0.0,60.0,3.6,2,1584.0,0.0,0.0,True,1.0,0.0,0,0,1.0,0.0,1.0,1.0,0.0,1.6,520.0,0.0
571,1.0,256.0,34,0.0,9800.0,1.0,0.0,0.0,5,1.0,0.0,0.0,70.0,3.0,1,894.0,0.0,0.0,True,1.0,0.0,0,1,1.0,0.0,0.0,0.0,0.0,0.0,552.0,0.0
572,1.0,100.0,0,0.0,13923.6,1.0,0.0,17.0,7,0.0,0.0,0.0,58.0,3.6,2,879.0,1.0,1.0,True,0.0,0.0,1,0,1.0,0.0,0.0,0.0,0.0,1.0,660.0,1.0
574,1.0,0.0,42,0.0,8800.0,0.0,0.0,112.0,6,0.0,0.0,0.0,80.0,3.0,1,1251.0,0.0,1.0,True,1.0,0.0,0,1,1.0,0.0,1.0,0.0,0.0,1.6,461.0,0.0
576,1.0,143.0,2,0.0,3684.0,1.0,0.0,20.0,7,0.0,0.0,0.0,53.0,2.0,2,1555.0,0.0,1.0,True,1.0,0.0,0,0,1.0,0.0,0.0,0.0,0.0,1.0,660.0,0.0
578,1.0,0.0,10,0.0,2117.0,1.0,0.0,32.0,6,0.0,0.0,0.0,70.0,3.0,2,769.0,1.0,1.0,True,1.0,1.0,1,0,1.0,0.0,0.0,0.0,0.0,0.0,440.0,0.0
579,1.0,233.0,29,0.0,13923.6,0.0,0.0,48.0,7,0.0,0.0,0.0,70.0,3.0,2,1472.0,0.0,1.0,True,0.0,0.0,0,1,1.0,0.0,0.0,0.0,0.0,1.6,588.0,1.0
580,1.0,0.0,0,0.0,3675.0,1.0,1.0,44.0,6,0.0,0.0,0.0,35.0,2.0,2,1072.0,0.0,1.0,True,0.0,0.0,0,1,1.0,0.0,0.0,0.0,0.0,0.0,525.0,0.0
581,1.0,150.0,29,0.0,1432.3999999999996,0.0,0.0,0.0,6,0.0,0.0,0.0,29.599999999999998,2.0,1,561.0,1.0,1.0,True,1.0,0.0,1,0,1.0,0.0,0.0,0.0,0.0,1.0,462.0,0.0
582,1.0,0.0,36,0.0,9353.0,0.0,0.0,0.0,4,0.0,0.0,0.0,71.0,3.0,1,864.0,0.0,1.0,True,1.0,0.0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,280.0,0.0
583,1.0,0.0,7,0.0,1526.0,0.0,0.0,0.0,4,0.0,0.0,0.0,29.599999999999998,1.0,1,630.0,0.0,1.0,True,0.0,1.0,0,1,1.0,0.0,0.0,0.0,0.0,0.0,286.0,1.0
584,1.0,0.0,57,0.0,9492.0,0.0,0.0,0.0,5,0.0,0.0,0.0,79.0,3.0,1,968.0,0.0,1.0,True,1.0,0.0,0,1,1.0,0.0,0.0,1.0,0.0,1.0,240.0,0.0
585,1.0,0.0,50,0.0,9100.0,0.0,0.0,0.0,6,0.0,0.0,0.0,70.0,2.0,1,864.0,0.0,1.0,True,1.0,0.0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,300.0,0.0
586,1.0,0.0,57,0.0,10594.0,0.0,0.0,0.0,5,0.0,1.0,0.0,55.0,2.0,1,789.0,0.0,1.0,True,1.0,0.0,0,0,0.0,1.0,1.0,0.0,0.0,0.0,200.0,0.0
587,1.0,180.0,10,0.0,7750.0,1.0,0.0,0.0,7,0.0,0.0,0.0,70.0,3.0,2,774.0,0.0,1.0,True,1.0,0.0,1,0,1.0,0.0,0.0,0.0,0.0,1.0,400.0,0.0
588,1.0,0.0,42,0.0,9790.0,0.0,0.0,0.0,6,0.0,0.0,0.0,70.0,3.0,2,1342.0,0.0,1.0,True,1.0,0.0,0,0,1.0,0.0,0.0,0.0,0.0,1.0,457.0,0.0
589,1.0,0.0,4,0.0,8450.0,1.0,0.0,39.0,7,0.0,0.0,0.0,65.0,3.0,2,1337.0,0.0,1.0,True,0.0,0.0,0,1,1.0,0.0,0.0,0.0,0.0,0.0,531.0,0.0
590,1.0,273.6,33,0.0,7200.0,0.0,0.0,0.0,6,1.0,0.0,0.0,72.0,3.0,1,1125.0,0.0,1.0,True,0.0,0.0,0,1,1.0,0.0,0.0,0.0,0.0,1.0,352.0,1.0
591,1.0,0.0,11,0.0,10141.0,1.0,0.0,94.0,7,0.0,0.0,0.0,74.0,3.0,2,885.0,1.0,0.0,True,1.0,0.0,1,0,1.0,0.0,0.0,0.0,0.0,1.0,427.0,0.0
592,1.0,100.0,10,0.0,8773.0,1.0,0.0,38.0,6,0.0,0.0,0.0,57.0,3.0,2,916.0,1.0,1.0,True,0.0,0.0,1,0,1.0,0.0,0.0,0.0,0.0,1.0,460.0,1.0
593,1.0,0.0,45,0.0,7420.0,0.0,0.0,0.0,5,0.0,0.0,0.0,70.0,3.0,1,1057.0,0.0,1.0,True,1.0,0.0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,576.0,0.0
594,1.0,0.0,6,0.0,5400.0,0.0,0.0,0.0,5,0.0,0.0,0.0,90.0,2.0,1,833.0,0.0,1.0,True,1.0,0.0,0,0,1.0,0.0,1.0,0.0,0.0,0.0,326.0,0.0
595,1.0,192.0,3,0.0,8414.0,0.0,0.0,0.0,6,0.0,0.0,0.0,70.0,3.0,1,1068.0,0.0,1.0,True,1.0,0.0,0,0,1.0,0.0,1.0,0.0,0.0,0.0,264.0,0.0
596,1.0,0.0,1,0.0,8767.0,1.0,0.0,0.0,7,0.0,0.0,0.0,65.0,3.0,2,1310.0,0.0,1.0,True,0.0,0.0,0,0,1.0,0.0,0.0,0.0,0.0,1.0,400.0,1.0
597,1.0,158.0,13,1.0,10667.0,1.0,0.0,61.0,7,0.0,0.0,0.0,43.0,3.0,2,827.0,1.0,0.0,True,0.0,0.0,1,1,1.0,0.0,0.0,0.0,0.0,1.0,550.0,1.0
598,1.0,135.0,8,0.0,13923.6,1.0,0.0,0.0,8,0.0,0.0,0.0,85.0,3.6,2,993.0,1.0,1.0,True,1.0,0.0,1,0,1.0,0.0,0.0,0.0,0.0,0.0,431.0,0.0
600,1.0,0.0,8,0.0,7200.0,0.0,0.0,0.0,7,0.0,1.0,0.0,60.0,3.0,1,851.0,1.0,1.0,True,1.0,0.0,1,0,1.0,0.0,1.0,0.0,0.0,1.0,270.0,0.0
601,1.0,0.0,56,0.0,6204.0,1.0,0.0,112.0,4,0.0,0.0,0.0,60.0,3.6,1,954.0,0.0,1.0,True,1.0,0.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,440.0,0.0
602,1.0,0.0,57,0.0,13600.0,0.0,0.0,57.0,5,0.0,1.0,0.0,85.0,3.6,2,1422.0,1.0,1.0,True,1.0,0.0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,560.0,0.0
603,1.0,114.0,52,0.0,8400.0,0.0,0.0,0.0,6,0.0,0.0,0.0,70.0,3.0,1,1478.0,0.0,1.0,True,1.0,0.0,1,1,1.0,0.0,0.0,0.0,0.0,1.6,442.0,0.0
604,1.0,239.0,0,0.0,13923.6,1.0,0.0,112.0,7,0.0,0.0,0.0,90.4,3.6,2,1392.0,1.0,0.0,True,0.0,0.0,1,1,1.0,0.0,0.0,0.0,0.0,1.0,576.0,0.0
605,1.0,100.0,1,0.0,12393.0,1.0,0.0,48.0,7,0.0,0.0,0.0,41.0,3.6,2,847.0,1.0,0.0,True,1.0,0.0,1,0,1.0,0.0,0.0,0.0,0.0,1.0,434.0,0.0
606,1.0,120.0,47,0.0,8800.0,1.0,1.0,0.0,6,0.0,0.0,0.0,80.0,3.0,1,1054.0,0.0,1.0,True,0.0,0.0,0,1,1.0,0.0,1.0,0.0,0.0,0.0,480.0,0.0
607,0.0,0.0,57,0.0,13515.0,1.0,0.0,0.0,6,0.0,0.0,0.0,60.0,3.0,1,1060.0,1.0,1.0,True,1.0,0.0,0,0,1.0,0.0,0.0,0.0,0.0,1.0,520.0,0.0
608,1.0,0.0,39,0.0,10500.0,0.0,0.0,0.0,4,0.0,0.0,0.0,70.0,3.0,1,864.0,0.0,0.0,False,1.0,0.0,0,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
609,1.0,106.0,47,0.0,8472.0,0.0,1.0,0.0,5,0.0,0.0,0.0,90.4,2.0,1,816.0,0.0,0.0,True,0.0,0.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,516.0,0.0
611,1.0,144.0,34,0.0,7819.0,0.0,0.0,0.0,6,0.0,0.0,0.0,90.4,3.0,1,1117.0,0.0,1.0,True,0.0,0.0,0,1,1.0,0.0,1.0,0.0,0.0,1.0,672.0,1.0
612,1.0,168.0,29,0.0,13923.6,1.0,1.0,112.0,5,0.0,0.0,0.0,70.0,2.0,1,1432.0,0.0,0.0,True,0.0,0.0,1,1,1.0,0.0,0.0,0.0,0.0,1.0,588.0,0.0
613,1.0,262.0,14,0.0,13923.6,1.0,1.0,36.0,8,0.0,0.0,0.0,90.4,2.0,2,1692.3000000000002,0.0,0.0,True,0.0,0.0,0,1,1.0,0.0,0.0,0.0,0.0,1.0,691.0,0.0
614,1.0,0.0,52,0.0,11310.0,0.0,0.0,30.0,6,0.0,0.0,0.0,75.0,2.0,1,1375.0,0.0,1.0,True,1.0,0.0,0,0,1.0,0.0,0.0,0.0,0.0,1.0,451.0,0.0
615,1.0,144.0,0,0.0,11210.0,1.0,0.0,59.0,7,0.0,0.0,0.0,86.0,3.0,2,1614.0,0.0,1.0,True,0.0,0.0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,728.05,1.0
616,1.0,192.0,25,0.0,9206.0,0.0,0.0,46.0,6,0.0,0.0,0.0,77.0,3.0,2,977.0,1.0,1.0,True,1.0,0.0,1,0,1.0,0.0,0.0,0.0,0.0,1.0,476.0,0.0
617,1.0,0.0,8,0.0,13923.6,1.0,0.0,112.0,7,0.0,0.0,0.0,90.4,3.0,2,1692.3000000000002,0.0,1.0,True,0.0,0.0,0,1,1.0,0.0,0.0,0.0,0.0,1.6,567.0,1.0
618,1.0,0.0,44,0.0,8281.0,0.0,0.0,0.0,5,1.0,0.0,0.0,60.0,3.0,1,864.0,0.0,1.0,True,1.0,0.0,0,0,1.0,0.0,0.0,0.0,0.0,1.0,360.0,0.0
619,1.0,0.0,29,0.0,12984.0,0.0,0.0,0.0,5,0.0,0.0,0.0,80.0,3.0,2,1647.0,0.0,1.0,True,0.0,0.0,0,1,1.0,0.0,0.0,0.0,0.0,1.0,621.0,0.0
620,1.0,0.0,28,0.0,7844.0,0.0,0.0,0.0,6,0.0,0.0,0.0,74.0,3.0,1,672.0,1.0,1.0,True,1.0,0.0,1,0,1.0,0.0,0.0,0.0,0.0,1.0,440.0,0.0
621,1.0,144.0,1,0.0,12122.0,0.0,0.0,76.0,7,0.0,0.0,0.0,70.0,3.0,1,999.0,0.0,0.0,True,0.0,0.0,0,1,1.0,0.0,0.0,0.0,0.0,0.0,588.0,1.0
622,1.0,0.0,1,0.0,8125.0,1.0,0.0,0.0,7,0.0,0.0,0.0,65.0,3.0,2,822.0,1.0,1.0,True,1.0,0.0,1,0,1.0,0.0,0.0,0.0,0.0,0.0,562.0,0.0
623,1.0,68.0,60,0.0,8712.0,0.0,0.0,0.0,4,0.0,0.0,0.0,66.0,2.0,1,859.0,0.0,1.0,True,0.0,0.0,0,0,1.0,0.0,0.0,1.0,0.0,0.0,384.0,0.0
624,1.0,12.0,60,0.0,10300.0,0.0,0.0,11.0,7,0.0,1.0,0.0,50.0,3.0,2,902.0,1.0,1.0,True,1.0,0.0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,480.0,0.0
625,1.0,264.0,51,0.0,13923.6,0.0,0.0,0.0,5,0.0,0.0,0.0,90.4,3.0,1,1056.0,0.0,1.0,True,0.0,0.0,0,1,0.0,0.0,0.0,0.0,1.0,0.0,572.0,0.0
626,1.0,178.0,0,0.0,10562.0,1.0,0.0,112.0,8,0.0,0.0,0.0,86.0,3.0,1,1610.0,1.0,1.0,True,1.0,0.0,1,1,1.0,0.0,0.0,0.0,0.0,1.0,728.05,0.0
627,1.0,0.0,11,0.0,7200.0,0.0,0.0,0.0,5,0.0,1.0,0.0,60.0,3.0,1,581.0,0.0,1.0,True,1.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,288.0,0.0
628,1.0,0.0,39,0.0,1477.0,0.0,0.0,0.0,4,0.0,0.0,0.0,29.599999999999998,1.0,1,630.0,0.0,1.0,True,0.0,0.0,0,1,1.0,0.0,0.0,0.0,0.0,0.0,286.0,1.0
631,1.0,142.0,1,0.0,5820.0,0.0,0.0,98.0,3,0.0,0.0,0.0,49.0,3.0,1,1163.0,0.0,1.0,True,1.0,0.0,0,1,1.0,0.0,0.0,0.0,0.0,0.0,220.0,0.0
632,1.0,0.0,29,0.0,10530.0,0.0,1.0,0.0,6,0.0,0.0,0.0,78.0,2.0,1,1004.0,0.0,1.0,True,0.0,0.0,0,1,1.0,0.0,0.0,0.0,0.0,0.0,504.0,0.0
635,1.0,224.0,10,0.0,8125.0,1.0,0.0,42.0,6,0.0,0.0,0.0,65.0,3.0,2,1679.0,0.0,1.0,True,1.0,0.0,0,1,1.0,0.0,0.0,0.0,0.0,1.0,575.0,0.0
636,1.0,0.0,15,0.0,7892.0,1.0,0.0,63.0,6,0.0,0.0,0.0,55.0,2.0,2,1199.0,0.0,1.0,True,1.0,0.0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,530.0,0.0
637,1.0,139.0,4,0.0,8450.0,1.0,0.0,98.0,7,0.0,0.0,0.0,65.0,3.0,2,1436.0,0.0,1.0,True,0.0,0.0,0,1,1.0,0.0,0.0,0.0,0.0,0.0,484.0,0.0
638,0.0,0.0,50,0.0,11988.0,0.0,0.0,40.0,6,0.0,0.0,0.0,90.0,3.0,1,1244.0,0.0,0.0,True,1.0,0.0,1,0,1.0,0.0,0.0,0.0,0.0,1.6,336.0,0.0
639,1.0,216.0,36,0.0,12735.0,0.0,0.0,0.0,4,0.0,0.0,0.0,70.0,3.0,1,864.0,0.0,0.0,True,1.0,0.0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,576.0,0.0
640,1.0,273.6,21,0.0,9600.0,0.0,0.0,0.0,6,0.0,0.0,0.0,80.0,3.0,2,1632.0,0.0,1.0,True,1.0,0.0,0,1,1.0,0.0,1.0,0.0,0.0,1.0,338.0,0.0
641,1.0,273.6,0,0.0,11443.0,1.0,1.0,66.0,8,0.0,0.0,0.0,88.0,2.0,2,1692.3000000000002,0.0,1.0,True,0.0,0.0,0,1,1.0,0.0,0.0,0.0,0.0,1.6,728.05,0.0
642,1.0,112.0,17,0.0,7153.0,0.0,0.0,51.0,6,1.0,0.0,0.0,70.0,3.0,2,1294.0,0.0,1.0,True,1.0,0.0,0,1,1.0,0.0,0.0,0.0,0.0,0.0,496.0,0.0
643,1.0,192.0,7,0.0,6853.0,1.0,0.0,25.0,8,0.0,0.0,0.0,70.0,2.0,2,1296.0,0.0,1.0,True,1.0,0.0,0,1,1.0,0.0,0.0,0.0,0.0,0.0,471.0,0.0
644,1.0,0.0,25,0.0,9786.0,0.0,0.0,0.0,6,0.0,0.0,0.0,77.0,3.0,1,1085.0,0.0,1.0,True,1.0,0.0,1,0,1.0,0.0,0.0,1.0,0.0,1.0,440.0,0.0
645,1.0,120.0,9,1.0,8924.0,1.0,0.0,112.0,7,0.0,0.0,0.0,57.0,3.0,2,880.0,1.0,0.0,True,0.0,0.0,1,0,1.0,0.0,0.0,0.0,0.0,0.0,527.0,1.0
646,1.0,74.0,47,0.0,8892.0,0.0,0.0,0.0,5,0.0,0.0,0.0,80.0,3.0,1,1065.0,0.0,1.0,True,1.0,0.0,1,0,1.0,0.0,0.0,0.0,0.0,0.0,461.0,0.0
647,1.0,194.0,5,0.0,7200.0,0.0,0.0,0.0,5,0.0,0.0,0.0,60.0,3.0,1,864.0,0.0,1.0,True,1.0,0.0,0,1,1.0,0.0,0.0,0.0,0.0,0.0,720.0,0.0
648,1.0,173.0,20,1.0,9286.0,0.0,0.0,0.0,5,0.0,0.0,0.0,70.0,3.0,1,1268.0,0.0,0.0,True,0.0,0.0,1,0,1.0,0.0,0.0,0.0,0.0,0.0,252.0,1.0
649,1.0,0.0,48,0.0,10920.0,0.0,0.0,112.0,6,1.0,0.0,0.0,70.0,2.0,1,1253.0,0.0,0.0,True,1.0,0.0,1,1,1.0,0.0,0.0,0.0,0.0,1.0,352.0,0.0
651,1.0,104.0,15,0.0,7438.0,1.0,0.0,0.0,5,0.0,0.0,0.0,90.4,3.0,1,936.0,0.0,1.0,True,1.0,0.0,0,0,1.0,0.0,1.0,1.0,0.0,0.0,576.0,0.0
