LotFrontage,LotArea,Alley,LotConfig,LandSlope,Neighborhood,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,isNew,YearRemodAdd,RoofStyle,RoofMatl,ExterQual,ExterCond,Foundation,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,firstFlrSF,secondFlrSF,GrLivArea,BsmtQual,BsmtCond,BsmtExposure,BsmtFullBath,FullBath,HalfBath,BedroomAbvGr,KitchenQual,TotRmsAbvGrd,Fireplaces,FireplaceQu,GarageCars,hasGarage,GarageArea,GarageCond,WoodDeckSF,Nr.Ring,OpenPorchSF,PoolQC,Fence,MiscFeature,MoSold,YrSold,SalePrice
80.0,13360,Grvl,Inside,Gtl,Crawfor,1Fam,1Story,5,7,1921,False,2006,Gable,CompShg,TA,Gd,BrkTil,876,GasA,Ex,Y,SBrkr,964,0,964,Gd,TA,No,1,1,0,2,TA,5,0,,2,True,432,TA,0,2,0,,,,8,2009,163500
60.0,7200,,Corner,Gtl,OldTown,2fmCon,2.5Unf,6,6,1910,False,1998,Hip,CompShg,TA,TA,BrkTil,1214,GasW,Ex,N,SBrkr,1260,1031,2291,TA,Fa,Mn,0,2,0,4,TA,9,1,Gd,2,True,506,TA,0,2,0,,,,11,2007,133900
69.0,9337,,Inside,Gtl,CollgCr,1Fam,2Story,6,5,1997,False,1997,Gable,CompShg,TA,Gd,PConc,824,GasA,Ex,Y,SBrkr,905,881,1786,Gd,TA,No,1,2,1,3,Gd,7,0,,2,True,684,TA,0,2,162,,,,5,2007,204750
,9765,,Corner,Gtl,Gilbert,1Fam,2Story,6,8,1993,False,1993,Gable,CompShg,Ex,Gd,PConc,680,GasA,Gd,Y,SBrkr,680,790,1470,Gd,Gd,No,0,2,1,3,TA,6,1,TA,2,True,420,TA,232,2,63,,,Shed,4,2009,185000
78.0,10264,,Inside,Gtl,CollgCr,1Fam,1Story,7,5,1999,False,1999,Gable,CompShg,Gd,TA,PConc,1588,GasA,Ex,Y,SBrkr,1588,0,1588,Gd,TA,Av,0,2,0,3,Gd,6,0,,2,True,472,TA,158,2,29,,,,8,2006,214000
73.0,10921,,Inside,Gtl,Edwards,1Fam,1Story,4,5,1965,False,1965,Hip,CompShg,TA,TA,CBlock,960,GasA,TA,Y,FuseF,960,0,960,TA,TA,No,1,1,0,3,TA,6,0,,1,True,432,TA,120,2,0,,,,5,2007,94750
85.0,10625,,Corner,Gtl,Edwards,1Fam,1Story,5,5,1920,False,1950,Gable,CompShg,TA,TA,BrkTil,458,GasA,Fa,N,SBrkr,835,0,835,TA,TA,No,0,1,0,2,TA,5,0,,1,True,366,TA,0,2,0,,,Shed,5,2010,83000
77.0,9320,,Inside,Gtl,NAmes,1Fam,1Story,4,5,1959,False,1959,Gable,CompShg,TA,TA,CBlock,950,GasA,Fa,Y,SBrkr,1225,0,1225,TA,TA,No,1,1,1,3,TA,6,0,,0,False,0,,352,2,0,,,Shed,1,2010,128950
,10603,,Inside,Gtl,NWAmes,1Fam,1Story,6,7,1977,False,2001,Gable,CompShg,TA,TA,PConc,1610,GasA,Gd,Y,SBrkr,1610,0,1610,TA,TA,Mn,1,2,0,3,Gd,6,2,TA,2,True,480,TA,168,2,68,,,,2,2010,205000
77.0,9206,,Inside,Gtl,SawyerW,1Fam,2Story,6,5,1985,False,1985,Gable,CompShg,Gd,TA,CBlock,741,GasA,TA,Y,SBrkr,977,755,1732,Gd,TA,No,0,2,1,3,Gd,7,1,TA,2,True,476,TA,192,2,46,,,,6,2010,178000
64.0,7018,,Inside,Gtl,SawyerW,Duplex,1Story,5,5,1979,False,1979,Gable,CompShg,TA,Fa,Slab,0,GasA,TA,Y,SBrkr,1535,0,1535,,,,0,2,0,4,TA,8,0,,2,True,410,TA,0,2,0,,,,6,2009,118964
94.0,10402,,Corner,Gtl,CollgCr,1Fam,1Story,7,5,2009,True,2009,Gable,CompShg,TA,TA,PConc,1226,GasA,Ex,Y,SBrkr,1226,0,1226,Gd,TA,No,0,2,0,3,Gd,6,0,,3,True,740,TA,0,2,36,,,,5,2010,198900
,7758,,Corner,Gtl,IDOTRR,1Fam,1.5Fin,7,4,1931,False,1950,Gable,CompShg,TA,Fa,PConc,1040,GasA,Ex,Y,FuseF,1226,592,1818,TA,TA,No,0,1,1,4,TA,7,2,TA,1,True,240,TA,0,2,0,,,,6,2007,169500
75.0,9375,,Inside,Gtl,Somerst,1Fam,2Story,8,5,2003,True,2004,Hip,CompShg,Gd,TA,PConc,1053,GasA,Ex,Y,SBrkr,1053,939,1992,Ex,TA,No,0,2,1,3,Gd,9,1,Gd,2,True,648,TA,140,2,45,,,,8,2008,250000
60.0,10800,Grvl,Inside,Gtl,OldTown,1Fam,1Story,4,7,1885,False,1995,Mansard,CompShg,TA,TA,BrkTil,641,GasA,Gd,Y,SBrkr,1047,0,1047,Fa,TA,No,0,1,0,2,TA,6,0,,1,True,273,Fa,0,2,0,,,Shed,8,2007,100000
50.0,6000,,Inside,Gtl,OldTown,1Fam,1Story,5,5,1948,False,1950,Gable,CompShg,TA,TA,CBlock,789,GasA,Ex,Y,SBrkr,789,0,789,TA,TA,No,0,1,0,2,TA,5,0,,1,True,250,TA,0,2,0,,,,4,2008,115000
85.0,8500,,Corner,Gtl,IDOTRR,1Fam,1.5Fin,5,7,1919,False,2005,Gable,CompShg,TA,TA,CBlock,793,GasW,TA,N,FuseF,997,520,1517,TA,TA,No,0,2,0,3,Fa,7,0,,0,False,0,,0,2,0,,,,8,2007,115000
105.0,11751,,Inside,Gtl,NWAmes,1Fam,1Story,6,6,1977,False,1977,Hip,CompShg,TA,TA,CBlock,1844,GasA,Ex,Y,SBrkr,1844,0,1844,Gd,TA,No,0,2,0,3,TA,7,1,TA,2,True,546,TA,0,2,122,,MnPrv,,1,2010,190000
75.0,9525,,Inside,Gtl,Edwards,1Fam,1.5Fin,6,4,1954,False,1972,Gable,CompShg,TA,TA,CBlock,994,GasA,Gd,Y,SBrkr,1216,639,1855,TA,Fa,No,0,2,0,4,TA,7,0,,1,True,325,TA,182,2,0,,,,10,2006,136900
,7750,,Inside,Gtl,Gilbert,1Fam,SLvl,7,5,2000,False,2000,Gable,CompShg,TA,TA,PConc,384,GasA,Ex,Y,SBrkr,774,656,1430,Gd,TA,No,0,2,1,3,TA,7,1,TA,2,True,400,TA,180,2,0,,,,4,2010,180000
77.0,9965,,Inside,Gtl,CollgCr,1Fam,2Story,7,5,2007,True,2007,Gable,CompShg,Gd,TA,PConc,1264,GasA,Ex,Y,SBrkr,1282,1414,2696,Ex,TA,Av,1,2,1,4,Ex,10,1,Gd,3,True,792,TA,120,2,184,,,,10,2007,383970
,21000,,Corner,Gtl,Crawfor,1Fam,1Story,6,5,1953,False,1953,Hip,CompShg,TA,Gd,CBlock,1809,GasA,TA,Y,SBrkr,2259,0,2259,Gd,TA,Mn,1,2,0,3,Gd,7,2,Gd,2,True,450,TA,166,2,120,,MnPrv,,10,2007,217000
61.0,7259,,Inside,Mod,Crawfor,1Fam,2Story,6,8,1945,False,2002,Gambrel,CompShg,TA,TA,CBlock,1028,GasA,Ex,Y,SBrkr,1436,884,2320,TA,TA,No,1,2,1,3,Gd,9,1,TA,1,True,180,TA,224,2,0,,MnPrv,,7,2007,259500
34.0,3230,Pave,Corner,Gtl,Somerst,TwnhsE,2Story,6,5,1999,False,1999,Gable,CompShg,TA,TA,PConc,729,GasA,Gd,Y,SBrkr,729,729,1458,Gd,TA,No,0,2,1,2,TA,5,1,Fa,2,True,440,TA,0,2,32,,,,6,2007,176000
,11616,,Inside,Gtl,Sawyer,1Fam,1Story,5,5,1962,False,1962,Gable,CompShg,TA,TA,CBlock,1092,GasA,TA,Y,SBrkr,1092,0,1092,TA,TA,No,0,1,0,3,TA,6,1,Po,1,True,288,TA,0,2,20,,,,9,2009,139000
74.0,8536,,Corner,Gtl,Edwards,1Fam,1Story,5,5,2006,True,2007,Gable,CompShg,TA,TA,PConc,1125,GasA,Gd,Y,SBrkr,1125,0,1125,Gd,TA,No,0,1,1,2,TA,5,0,,2,True,430,TA,80,2,64,,,,4,2007,155000
90.0,12376,,Corner,Gtl,SawyerW,1Fam,2Story,7,5,1990,False,1990,Hip,CompShg,TA,TA,PConc,1673,GasA,Gd,Y,SBrkr,1699,1523,3222,Gd,TA,Mn,1,3,0,5,Gd,11,2,TA,3,True,594,TA,367,2,0,,,,5,2010,320000
65.0,8461,,Inside,Gtl,CollgCr,1Fam,2Story,6,5,2005,True,2006,Gable,CompShg,Gd,TA,PConc,728,GasA,Ex,Y,SBrkr,728,728,1456,Gd,TA,No,0,2,1,3,Gd,8,1,Gd,2,True,390,TA,0,2,24,,,,7,2006,163990
,21453,,CulDSac,Sev,ClearCr,1Fam,SLvl,6,5,1969,False,1969,Flat,Metal,TA,TA,CBlock,938,GasA,Ex,Y,SBrkr,988,0,988,TA,TA,Gd,1,1,0,1,TA,4,2,TA,2,True,540,TA,0,2,130,,,,10,2006,180000
50.0,6060,,Inside,Gtl,IDOTRR,1Fam,1.5Fin,4,5,1939,False,1950,Gable,CompShg,TA,TA,PConc,732,GasA,Gd,Y,SBrkr,772,351,1123,TA,TA,No,0,1,0,3,TA,4,0,,1,True,264,TA,0,2,0,,MnPrv,,6,2007,100000
75.0,9464,,Corner,Gtl,NAmes,1Fam,1Story,6,7,1958,False,1958,Hip,CompShg,TA,Gd,CBlock,1080,GasA,Gd,Y,SBrkr,1080,0,1080,TA,TA,No,0,1,0,3,TA,5,0,,1,True,288,TA,0,2,0,,,,6,2008,136000
55.0,7892,,Inside,Gtl,SawyerW,TwnhsE,1Story,6,5,1993,False,1993,Gable,CompShg,Gd,TA,PConc,1199,GasA,Ex,Y,SBrkr,1199,0,1199,Gd,TA,No,0,2,0,2,Gd,5,0,,2,True,530,TA,0,2,63,,,,3,2008,153900
48.0,17043,,CulDSac,Gtl,NWAmes,1Fam,1Story,6,5,1979,False,1998,Gable,CompShg,TA,Gd,CBlock,1362,GasA,TA,Y,SBrkr,1586,0,1586,Gd,Fa,No,0,2,0,3,TA,7,1,TA,2,True,435,TA,192,2,0,,,,1,2009,181000
60.0,6780,,Inside,Gtl,IDOTRR,2fmCon,1.5Fin,6,8,1935,False,1982,Gable,CompShg,TA,Fa,CBlock,520,GasA,Gd,N,SBrkr,520,0,754,TA,TA,Av,1,1,0,2,TA,5,0,,0,False,0,,53,2,0,,,,6,2006,84500
,4928,,Inside,Gtl,NPkVill,TwnhsE,1Story,6,5,1976,False,1976,Gable,CompShg,TA,TA,CBlock,1078,GasA,TA,Y,SBrkr,958,0,958,Gd,TA,No,0,2,0,2,TA,5,1,TA,2,True,440,TA,0,2,205,,,,2,2007,128000
55.0,4388,,Inside,Gtl,OldTown,1Fam,1.5Unf,5,7,1930,False,1950,Gable,CompShg,TA,Gd,BrkTil,672,GasA,Ex,Y,SBrkr,840,0,840,TA,TA,No,0,1,0,3,TA,5,1,TA,0,False,0,,0,2,0,,,,6,2007,87000
69.0,7590,,Inside,Gtl,NAmes,1Fam,2Story,6,5,1966,False,1966,Gable,CompShg,TA,TA,CBlock,660,GasA,TA,Y,SBrkr,660,688,1348,TA,TA,No,0,1,1,3,TA,6,1,Fa,2,True,453,TA,188,2,108,,,,7,2006,155000
69.0,8973,,Inside,Gtl,NAmes,1Fam,1Story,5,7,1958,False,1991,Gable,CompShg,TA,TA,CBlock,1008,GasA,TA,Y,FuseA,1053,0,1053,TA,TA,No,0,1,1,3,Ex,6,0,,2,True,750,TA,0,2,80,,MnWw,,7,2006,150000
88.0,14200,,Corner,Gtl,NAmes,1Fam,2Story,7,6,1966,False,1966,Gable,CompShg,TA,TA,CBlock,924,GasA,Ex,Y,SBrkr,1216,941,2157,TA,TA,No,0,2,1,4,Gd,8,2,Gd,2,True,487,TA,105,2,66,,GdPrv,,5,2006,226000
,12224,,Corner,Gtl,Gilbert,1Fam,2Story,6,5,2000,False,2000,Gable,CompShg,Gd,TA,PConc,992,GasA,Ex,Y,SBrkr,1022,1032,2054,Gd,TA,No,1,2,1,3,Gd,7,1,TA,2,True,390,TA,24,2,48,,,,7,2009,244000
75.0,7388,,Corner,Gtl,NAmes,1Fam,1Story,5,6,1959,False,2002,Gable,CompShg,TA,TA,CBlock,1063,GasA,Gd,Y,SBrkr,1327,0,1327,TA,TA,No,1,1,0,3,Gd,7,0,,2,True,624,TA,0,2,0,,,,7,2007,150750
,6853,,Inside,Gtl,Timber,1Fam,1Story,8,5,2001,True,2002,Gable,CompShg,Gd,TA,PConc,1267,GasA,Ex,Y,SBrkr,1296,0,1296,Ex,TA,No,1,2,0,2,Gd,6,0,,2,True,471,TA,192,2,25,,,,6,2009,220000
78.0,10335,,Inside,Gtl,Sawyer,1Fam,1Story,5,6,1968,False,1993,Gable,CompShg,TA,TA,CBlock,1461,GasA,Gd,Y,SBrkr,1721,0,1721,TA,TA,No,0,2,1,3,TA,7,1,TA,2,True,440,TA,0,2,96,,MnPrv,,7,2006,180000
80.0,10400,,Inside,Gtl,NWAmes,1Fam,1Story,7,6,1970,False,1970,Hip,CompShg,TA,TA,PConc,1304,GasA,Gd,Y,SBrkr,1682,0,1682,TA,TA,No,0,2,0,3,TA,7,1,Gd,2,True,530,TA,98,2,0,,MnPrv,,5,2008,174000
,10355,,Corner,Gtl,NAmes,1Fam,1Story,5,5,1967,False,1967,Gable,CompShg,TA,TA,CBlock,1214,GasA,TA,Y,SBrkr,1214,0,1214,TA,TA,No,0,2,0,3,TA,5,1,Fa,1,True,318,TA,0,2,111,,,,7,2007,143000
82.0,11070,,Inside,Gtl,Mitchel,Duplex,1Story,7,5,1988,False,1989,Gable,CompShg,TA,TA,CBlock,1907,GasA,Gd,Y,SBrkr,1959,0,1959,TA,TA,No,0,3,0,5,TA,9,0,,3,True,766,TA,0,2,0,,,,7,2006,171000
73.0,9066,,Inside,Gtl,CollgCr,1Fam,2Story,8,5,1999,False,2000,Gable,CompShg,Gd,TA,PConc,1004,GasA,Ex,Y,SBrkr,1004,848,1852,Gd,TA,Mn,0,2,1,3,Gd,7,2,TA,3,True,660,TA,224,2,106,,GdPrv,,12,2008,230000
65.0,15426,,Inside,Gtl,CollgCr,1Fam,2Story,6,5,1997,False,1997,Gable,CompShg,TA,TA,PConc,928,GasA,Ex,Y,SBrkr,928,836,1764,Gd,TA,No,1,2,1,3,Gd,7,0,,2,True,470,TA,276,2,99,,MnPrv,,8,2009,231500
70.0,10500,,FR2,Gtl,NAmes,1Fam,1Story,4,5,1971,False,1971,Gable,CompShg,TA,TA,CBlock,864,GasA,TA,Y,SBrkr,864,0,864,TA,TA,No,0,1,0,3,TA,5,1,Po,0,False,0,,0,2,0,,,,4,2010,115000
78.0,11645,,Inside,Gtl,CollgCr,1Fam,1Story,7,5,2005,True,2005,Gable,CompShg,Gd,TA,PConc,1734,GasA,Ex,Y,SBrkr,1734,0,1734,Gd,TA,Av,1,2,0,3,Gd,7,0,,2,True,660,TA,160,2,24,,,,1,2006,260000
71.0,8520,,Corner,Gtl,NAmes,1Fam,1.5Fin,5,4,1952,False,1952,Gable,CompShg,TA,Fa,CBlock,910,GasA,Fa,Y,SBrkr,910,475,1385,TA,TA,No,0,2,0,4,TA,6,0,,2,True,720,TA,0,2,0,,MnPrv,,6,2010,166000
78.0,10335,,Inside,Gtl,CollgCr,1Fam,1Story,7,5,1999,False,1999,Gable,CompShg,Gd,TA,PConc,1490,GasA,Ex,Y,SBrkr,1501,0,1501,Gd,TA,Gd,1,2,0,3,Gd,6,0,,2,True,577,TA,144,2,29,,,,6,2009,204000
70.0,9100,,Inside,Gtl,Sawyer,Duplex,1Story,5,5,1963,False,1963,Gable,CompShg,TA,TA,CBlock,1728,GasA,TA,Y,SBrkr,1728,0,1728,TA,TA,No,1,2,0,6,TA,10,0,,2,True,504,TA,0,2,0,,,,11,2006,125000
24.0,2522,,Inside,Gtl,Edwards,Twnhs,2Story,6,5,2004,True,2006,Gable,CompShg,Gd,TA,PConc,970,GasA,Ex,Y,SBrkr,970,739,1709,Gd,TA,No,0,2,0,3,Gd,7,0,,2,True,380,TA,0,2,40,,,,4,2006,130000
51.0,6120,,Corner,Gtl,BrkSide,1Fam,1Story,5,7,1931,False,1993,Gable,CompShg,TA,TA,BrkTil,715,GasA,TA,Y,FuseA,875,0,875,TA,TA,No,1,1,0,2,TA,5,0,,1,True,180,TA,48,2,0,,,,11,2009,105000
,9505,,CulDSac,Gtl,Gilbert,1Fam,2Story,7,5,2001,True,2001,Gable,CompShg,Gd,TA,PConc,884,GasA,Ex,Y,SBrkr,884,1151,2035,Gd,TA,No,0,2,1,3,Gd,8,1,Gd,2,True,434,TA,144,2,48,,,,5,2010,222500
63.0,7500,,Inside,Gtl,SawyerW,1Fam,1Story,7,5,2004,True,2005,Gable,CompShg,TA,TA,PConc,1080,GasA,Ex,Y,SBrkr,1080,0,1080,Gd,TA,No,1,1,0,3,Gd,6,0,,0,False,0,,0,2,0,,,,4,2008,141000
,6240,,Inside,Gtl,BrkSide,1Fam,1.5Fin,5,4,1936,False,1950,Gable,CompShg,TA,TA,BrkTil,896,GasA,Gd,Y,FuseA,896,448,1344,Gd,TA,No,0,1,0,3,TA,7,0,,1,True,240,TA,200,2,114,,,,4,2006,115000
120.0,10356,,Corner,Gtl,CollgCr,1Fam,1Story,5,6,1975,False,1975,Gable,CompShg,TA,TA,CBlock,969,GasA,TA,Y,SBrkr,969,0,969,TA,TA,Av,0,1,1,3,TA,5,0,,2,True,440,TA,0,2,0,,MnPrv,,1,2007,122000
107.0,13891,,Inside,Gtl,NridgHt,1Fam,1Story,8,5,2007,True,2008,Hip,CompShg,Gd,TA,PConc,1710,GasA,Ex,Y,SBrkr,1710,0,1710,Ex,TA,Gd,1,2,0,2,Gd,6,1,Gd,3,True,866,TA,0,2,102,,,,1,2008,372402
,14803,,CulDSac,Gtl,NWAmes,1Fam,2Story,6,5,1971,False,1971,Gable,CompShg,TA,TA,CBlock,825,GasA,Gd,Y,SBrkr,1097,896,1993,TA,TA,No,0,2,1,4,TA,8,1,Gd,2,True,495,TA,0,2,66,,GdWo,,6,2006,190000
,13500,,Inside,Gtl,ClearCr,1Fam,1Story,6,7,1960,False,1975,Flat,CompShg,TA,TA,CBlock,1602,GasA,Gd,Y,SBrkr,1252,0,1252,Gd,TA,Gd,1,1,0,1,TA,4,1,Gd,2,True,564,TA,409,2,0,,,,3,2008,235000
84.0,11340,,Corner,Gtl,OldTown,1Fam,1Story,6,5,1923,False,1950,Gable,CompShg,TA,TA,BrkTil,1200,GasA,TA,Y,FuseA,1200,0,1200,TA,TA,No,0,1,0,4,TA,7,0,,1,True,312,Fa,0,2,0,,,,3,2006,125000
60.0,9600,,Corner,Gtl,Edwards,1Fam,1.5Fin,6,5,1924,False,1950,Gable,CompShg,TA,TA,BrkTil,572,Grav,Fa,N,FuseF,572,524,1096,TA,TA,No,0,1,0,2,TA,5,0,,0,False,0,,0,2,8,,,,4,2008,79000
60.0,7200,,Inside,Gtl,NAmes,1Fam,1Story,5,7,1950,False,1950,Hip,CompShg,TA,TA,CBlock,0,GasA,TA,Y,FuseF,1040,0,1040,,,,0,1,0,2,TA,5,0,,2,True,625,TA,0,2,0,,,,6,2006,109500
92.0,12003,,Corner,Gtl,Timber,1Fam,2Story,8,5,2009,True,2010,Gable,CompShg,Gd,TA,PConc,774,GasA,Ex,Y,SBrkr,774,1194,1968,Ex,TA,No,0,2,1,4,Ex,8,1,Gd,3,True,680,TA,0,2,75,,,,5,2010,269500
100.0,12552,,Corner,Gtl,Somerst,1Fam,2Story,7,5,2004,True,2005,Gable,CompShg,Gd,TA,PConc,991,GasA,Ex,Y,SBrkr,991,956,1947,Gd,TA,No,0,2,1,3,Gd,8,1,Gd,2,True,678,TA,0,2,136,,GdWo,,5,2010,254900
134.0,19378,,Corner,Gtl,Gilbert,1Fam,2Story,7,5,2005,True,2006,Gable,CompShg,Gd,TA,PConc,1392,GasA,Ex,Y,SBrkr,1392,1070,2462,Gd,TA,Mn,1,2,1,4,Gd,9,1,Gd,2,True,576,TA,239,2,132,,,,3,2006,320000
,11120,,CulDSac,Gtl,Veenker,1Fam,1Story,6,6,1984,False,1984,Gable,CompShg,TA,TA,PConc,1232,GasA,TA,Y,SBrkr,1232,0,1232,Gd,TA,No,0,2,0,3,TA,6,0,,2,True,516,TA,0,2,0,,,,6,2008,162500
110.0,13688,,Inside,Gtl,NridgHt,1Fam,2Story,9,5,2003,True,2004,Gable,CompShg,Gd,TA,PConc,1572,GasA,Ex,Y,SBrkr,1572,1096,2668,Ex,TA,Av,1,2,1,3,Ex,10,2,Gd,3,True,726,TA,400,2,0,,,,3,2008,412500
95.0,12182,,Corner,Gtl,NridgHt,1Fam,1Story,7,5,2005,True,2005,Gable,CompShg,Gd,TA,PConc,1541,GasA,Ex,Y,SBrkr,1541,0,1541,Gd,TA,Mn,0,2,0,3,Gd,7,1,Gd,2,True,532,TA,0,2,70,,,,5,2010,220000
55.0,5500,,Inside,Gtl,OldTown,1Fam,1.5Unf,4,6,1956,False,1956,Gable,CompShg,TA,TA,CBlock,882,GasA,Ex,Y,SBrkr,882,0,882,TA,TA,No,0,1,0,1,TA,4,0,,0,False,0,,0,2,0,,MnPrv,,4,2007,103200
40.0,5400,Pave,Corner,Gtl,OldTown,1Fam,1Story,6,7,1926,False,2004,Gable,CompShg,TA,Gd,BrkTil,1149,GasA,Gd,Y,FuseA,1149,467,1616,TA,TA,Mn,0,2,0,3,Gd,5,0,,1,True,216,TA,0,2,0,,,,10,2007,152000
62.0,10106,,Inside,Gtl,Edwards,2fmCon,1.5Fin,5,7,1940,False,1999,Gable,CompShg,TA,Gd,BrkTil,644,GasA,Gd,Y,SBrkr,808,547,1355,TA,TA,No,1,2,0,4,TA,6,0,,0,False,0,,140,2,0,,,,9,2008,127500
,10708,,Inside,Gtl,ClearCr,1Fam,1Story,5,5,1955,False,1993,Hip,CompShg,Gd,TA,CBlock,1617,GasA,Ex,Y,FuseA,1867,0,1867,TA,TA,No,1,1,0,2,TA,7,3,Gd,1,True,303,TA,476,2,0,,GdWo,,11,2009,190000
86.0,10562,,Inside,Gtl,NridgHt,1Fam,2Story,8,5,2007,True,2007,Gable,CompShg,Gd,TA,PConc,1582,GasA,Ex,Y,SBrkr,1610,551,2161,Ex,TA,No,1,1,1,3,Ex,8,1,Gd,3,True,789,TA,178,2,120,,,,11,2007,325624
62.0,8244,,Inside,Gtl,Gilbert,1Fam,2Story,7,5,2004,True,2004,Gable,CompShg,Gd,TA,PConc,840,GasA,Ex,Y,SBrkr,840,880,1720,Gd,TA,No,0,2,1,3,Gd,7,1,Gd,2,True,440,TA,100,2,48,,,,5,2007,183500
,16669,,Corner,Gtl,Timber,1Fam,1Story,8,6,1981,False,1981,Hip,WdShake,Gd,TA,CBlock,1686,GasA,TA,Y,SBrkr,1707,0,1707,Gd,TA,No,0,2,1,2,TA,6,1,TA,2,True,511,TA,574,2,64,,,,1,2006,228000
,12358,,Inside,Gtl,OldTown,1Fam,1.5Fin,5,6,1941,False,1950,Gable,CompShg,TA,TA,CBlock,720,GasA,TA,Y,SBrkr,854,0,1382,TA,TA,No,0,1,1,2,TA,7,0,,2,True,660,TA,237,2,0,,,,5,2007,128500
141.0,31770,,Corner,Gtl,NAmes,1Fam,1Story,6,5,1960,False,1960,Hip,CompShg,TA,TA,CBlock,1080,GasA,Fa,Y,SBrkr,1656,0,1656,TA,Gd,Gd,1,1,0,3,TA,7,2,Gd,2,True,528,TA,210,2,62,,,,5,2010,215000
44.0,5306,,Inside,Gtl,StoneBr,TwnhsE,2Story,7,7,1987,False,1987,Gable,CompShg,Gd,Gd,PConc,1064,GasA,Gd,Y,SBrkr,1064,703,1767,Gd,Gd,No,1,2,0,2,Gd,5,1,TA,2,True,504,TA,441,2,35,,,,6,2006,239000
80.0,10197,,Inside,Gtl,NAmes,1Fam,1Story,6,5,1961,False,1961,Gable,CompShg,TA,TA,CBlock,1362,GasA,TA,Y,SBrkr,1362,0,1362,TA,TA,No,1,1,1,3,TA,6,1,TA,2,True,504,TA,0,2,20,,,,6,2008,163000
47.0,12416,,Inside,Gtl,Timber,1Fam,1Story,6,5,1986,False,1986,Gable,CompShg,TA,TA,CBlock,1606,GasA,TA,Y,SBrkr,1651,0,1651,Gd,Fa,No,1,2,0,3,TA,7,1,TA,2,True,616,TA,192,2,0,,,,11,2008,184000
84.0,12615,,Corner,Gtl,Edwards,1Fam,1Story,6,7,1950,False,2001,Gable,CompShg,TA,TA,CBlock,1202,GasA,TA,Y,SBrkr,2158,0,2158,TA,Gd,Av,1,2,0,4,Gd,7,1,Gd,2,True,576,TA,0,2,29,,MnPrv,,6,2007,243000
97.0,10029,,Corner,Gtl,ClearCr,1Fam,2Story,6,5,1988,False,1989,Gable,CompShg,Gd,TA,PConc,1151,GasA,TA,Y,SBrkr,1164,896,2060,Gd,TA,No,0,2,1,4,TA,8,1,TA,2,True,521,TA,0,2,228,,,,9,2007,211000
,13650,,Inside,Gtl,Sawyer,1Fam,1.5Fin,5,5,1958,False,1958,Gable,CompShg,Gd,Gd,CBlock,1052,GasA,Ex,Y,SBrkr,1252,668,1920,TA,TA,No,1,2,0,4,Gd,8,1,Gd,2,True,451,TA,0,2,0,,,,7,2006,172500
63.0,17423,,CulDSac,Gtl,StoneBr,1Fam,1Story,9,5,2008,True,2009,Hip,CompShg,Ex,TA,PConc,2216,GasA,Ex,Y,SBrkr,2234,0,2234,Ex,TA,No,1,2,0,1,Ex,9,1,Gd,3,True,1166,TA,0,2,60,,,,7,2009,501837
60.0,8520,,Inside,Gtl,OldTown,1Fam,1Story,5,6,1923,False,2006,Gable,CompShg,Gd,TA,CBlock,968,GasA,TA,Y,SBrkr,968,0,968,TA,TA,No,0,1,0,2,TA,5,0,,2,True,480,TA,0,2,0,,,,7,2007,100000
,2117,,Inside,Gtl,Somerst,Twnhs,2Story,6,5,2000,False,2000,Gable,CompShg,Gd,TA,PConc,756,GasA,Ex,Y,SBrkr,769,756,1525,Gd,TA,No,0,2,1,3,Gd,5,1,TA,2,True,440,TA,0,2,0,,,,6,2007,177000
54.0,7588,,Inside,Gtl,Crawfor,1Fam,2Story,7,6,1920,False,1950,Gable,CompShg,TA,TA,BrkTil,793,GasA,Gd,Y,SBrkr,901,901,1802,Fa,TA,No,0,1,1,4,TA,9,1,Gd,1,True,216,TA,0,2,0,,,,7,2006,200100
60.0,9060,,Inside,Gtl,Edwards,1Fam,1Story,5,6,1957,False,2006,Hip,CompShg,TA,TA,PConc,0,GasA,Ex,Y,SBrkr,1340,0,1340,,,,0,1,0,3,TA,7,1,Gd,1,True,252,TA,116,2,0,,MnPrv,,6,2007,120000
63.0,11426,,Inside,Gtl,OldTown,1Fam,1.5Fin,7,5,2003,True,2003,Gable,CompShg,TA,TA,PConc,1362,GasA,Ex,Y,SBrkr,1362,720,2082,Gd,TA,No,0,2,1,3,Gd,6,0,,2,True,484,TA,280,2,238,,,,6,2008,200000
92.0,7438,,Inside,Gtl,BrkSide,1Fam,1.5Fin,5,8,1908,False,1991,Gable,CompShg,TA,TA,PConc,504,GasA,Gd,Y,SBrkr,936,316,1252,Fa,TA,No,0,1,0,3,TA,5,0,,2,True,576,TA,104,2,0,,MnPrv,,6,2006,127000
90.0,22950,,Inside,Gtl,OldTown,1Fam,2.5Fin,10,9,1892,False,1993,Gable,WdShngl,Gd,Gd,BrkTil,1107,GasA,Ex,Y,SBrkr,1518,1518,3608,TA,TA,Mn,0,2,1,4,Ex,12,2,TA,3,True,840,TA,0,2,260,,GdPrv,,6,2006,475000
